smiles,CYP1A2_IC50_PIC50,source,CYP1A2_Ki_PIC50,CYP2C9_IC50_PIC50,CYP2C9_Ki_PIC50,CYP2C19_IC50_PIC50,CYP2C19_Ki_PIC50,CYP2D6_IC50_PIC50,CYP2D6_Ki_PIC50,CYP3A4_IC50_PIC50,CYP3A4_Ki_PIC50,CYP2B6_IC50_PIC50,CYP2B6_Ki_PIC50
Cc1c(C)n(C[C@H]2C[C@@H]2C)c2c(OCc3ccc(F)cc3)nncc12,,chembl_CYP2C19_IC50,,,,6.1,,,,,,,
Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,,chembl_CYP2C19_IC50,,,,5.54,,,,,,,
Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,,chembl_CYP2C19_IC50,,,,4.92,,,,,,,
Cc1c(CC(C)C(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,,chembl_CYP2C19_IC50,,,,4.66,,,,,,,
Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,,chembl_CYP2C19_IC50,,,,4.82,,,,,,,
Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,,chembl_CYP2C19_IC50,,,,4.8,,,,,,,
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,,chembl_CYP2C19_IC50,,,,5.77,,,,,,,
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,,chembl_CYP2C19_IC50,,,,4.72,,,,,,,
Cc1c(Cc2cccc(NS(N)(=O)=O)c2F)c(=O)oc2cc(OC(=O)N(C)C)c(F)cc12,,chembl_CYP2C19_IC50,,,,4.92,,,,,,,
Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2C)CC1,,chembl_CYP2C19_IC50,,,,5.54,,,,,,,
Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2Cn2cncn2)CC1,,chembl_CYP2C19_IC50,,,,5.48,,,,,,,
Cc1c(Cl)cnc2sc3c(NC4CC(c5ccncc5)C4)ncnc3c12,,chembl_CYP2C19_IC50,,,,5.04,,,,,,,
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,,chembl_CYP2C19_IC50,,,,5.29,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.5,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)O)cc1,,chembl_CYP2C19_IC50,,,,4.8,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.5,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,,chembl_CYP2C19_IC50,,,,5.7,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cn1,,chembl_CYP2C19_IC50,,,,4.2,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CCCO2)cc1,,chembl_CYP2C19_IC50,,,,4.9,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.5,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.4,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@H](C)C(C)(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.4,,,,,,,
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@H](C)C(C)C)cn1,,chembl_CYP2C19_IC50,,,,4.4,,,,,,,
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,,chembl_CYP2C19_IC50,,,,4.92,,,,,,,
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,,chembl_CYP2C19_IC50,,,,6.4,,,,,,,
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,,chembl_CYP2C19_IC50,,,,4.72,,,,,,,
Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1,,chembl_CYP2C19_IC50,,,,5.28,,,,,,,
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,,chembl_CYP2C19_IC50,,,,5.0,,,,,,,
Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1C,,chembl_CYP2C19_IC50,,,,5.85,,,,,,,
Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1Cc1ccccc1,,chembl_CYP2C19_IC50,,,,6.3,,,,,,,
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,,chembl_CYP2C19_IC50,,,,5.33,,,,,,,
Cc1cc(-c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)ccn1,,chembl_CYP2C19_IC50,,,,6.4,,,,,,,
Cc1cc(-c2ccc(C#N)cc2)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)ncc1CO,,chembl_CYP2C19_IC50,,,,4.75,,,,,,,
Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C#N)cc2)n[nH]1,,chembl_CYP2C19_IC50,,,,5.1,,,,,,,
Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C(N)=O)cc2)[nH]n1,,chembl_CYP2C19_IC50,,,,5.0,,,,,,,
Cc1cc(-c2ccc(F)cc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.4,,,,,,,
Cc1cc(-c2ccc(N3C(=O)C(O)=C(C(=O)C(C)(C)C)C3c3ccccc3OCCO)cc2)on1,,chembl_CYP2C19_IC50,,,,5.4,,,,,,,
Cc1cc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc(=O)n1C,,chembl_CYP2C19_IC50,,,,4.48,,,,,,,
Cc1cc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc(C)n1,,chembl_CYP2C19_IC50,,,,4.67,,,,,,,
Cc1cc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cn(C)c1=O,,chembl_CYP2C19_IC50,,,,4.4,,,,,,,
Cc1cc(-c2ccc3c([C@@H]4CCCC[C@H]4C(=O)Nc4cn(C)nc4C(N)=O)noc3c2)n[nH]1,,chembl_CYP2C19_IC50,,,,5.1,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Cc4cccc(Cl)c4)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,5.84,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,5.71,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(Cl)c4)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,5.46,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,5.86,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,5.28,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,4.84,,,,,,,
Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4OC(F)(F)F)n2CCO3)ccn1,,chembl_CYP2C19_IC50,,,,4.58,,,,,,,
Cc1cc(-c2ccccc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.64,,,,,,,
Cc1cc(-c2ccn3nc(N)c(-c4cnn(C)c4)c3n2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,,chembl_CYP2C19_IC50,,,,5.62,,,,,,,
Cc1cc(-c2ccncc2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,chembl_CYP2C19_IC50,,,,4.77,,,,,,,
Cc1cc(-c2ccnn2C)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,,chembl_CYP2C19_IC50,,,,4.58,,,,,,,
Cc1cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,,chembl_CYP2C19_IC50,,,,6.52,,,,,,,
Cc1cc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)ccc1Cl,,chembl_CYP2C19_IC50,,,,5.03,,,,,,,
Cc1cc(-c2cnc3ccn(CC(=O)N4CC(F)C4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.06,,,,,,,
Cc1cc(-c2cnc3ccn(CC(=O)N4CCCC4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.57,,,,,,,
Cc1cc(-c2cnc3ccn(CC(=O)N4CCCCC4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.92,,,,,,,
Cc1cc(-c2cnc3ccn(CC4CCC4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.58,,,,,,,
Cc1cc(-c2cnc3ccn(CC4CCOC4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.47,,,,,,,
Cc1cc(-c2cnc3ccn(Cc4ccccn4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.5,,,,,,,
Cc1cc(-c2cnc3ccn(Cc4ncco4)c3c2)ccc1F,,chembl_CYP2C19_IC50,,,,5.15,,,,,,,
Cc1cc(-c2cnn3c(NC[C@H]4C[C@@](C)(O)C4)cc(Oc4cccnc4)nc23)ccc1C(=O)NC1CC1,,chembl_CYP2C19_IC50,,,,4.89,,,,,,,
Cc1cc(-c2nc(-c3cccnc3)cc(N3CCC(N4CCOCC4)CC3)n2)cc(C)n1,,chembl_CYP2C19_IC50,,,,4.09,,,,,,,
Cc1cc(-c2ncc3c(cc(CN4CC[C@H](N)C4)n3C(C)C)c2-c2ccc(C#N)c(F)c2)cc(C)c1C,,chembl_CYP2C19_IC50,,,,4.52,,,,,,,
Cc1cc(-c2nnn(C)n2)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,,chembl_CYP2C19_IC50,,,,5.0,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Cc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)ncc1-c1cncnc1,,chembl_CYP2C19_IC50,,,,4.72,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Cc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)ncc1-c1cncnc1,,chembl_CYP2C19_IC50,,,,5.02,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,chembl_CYP2C19_IC50,,,,6.46,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1ccnc(Nc2ccc(CN3CCN(S(C)(=O)=O)CC3)cc2)n1,,chembl_CYP2C19_IC50,,,,4.65,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1ccnc(Nc2ccc(N3CCS(=O)(=O)CC3)c(C#N)c2)n1,,chembl_CYP2C19_IC50,,,,4.9,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1ccnc(Nc2ccc(N3CCS(=O)(=O)CC3)c(F)c2)n1,,chembl_CYP2C19_IC50,,,,5.25,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,,chembl_CYP2C19_IC50,,,,4.88,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2sccc12,,chembl_CYP2C19_IC50,,,,5.08,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)c(F)c2)nc2ccsc12,,chembl_CYP2C19_IC50,,,,5.7,,,,,,,
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc2c1CSCC2,,chembl_CYP2C19_IC50,,,,5.75,,,,,,,
Cc1cc(/C=C/C(=O)/C=C/c2cc(C)c(O)c(C)c2)cc(C)c1O,,chembl_CYP2C19_IC50,,,,4.2,,,,,,,
Cc1cc(/C=C2\CC/C(=C\c3cc(C)c(O)c(C)c3)C2=O)cc(C)c1O,,chembl_CYP2C19_IC50,,,,4.55,,,,,,,
Cc1cc(Br)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,6.14,,,,,,,
Cc1cc(C#Cc2sc(NC(=O)NC[C@H](C)OCC3CC3)nc2C)cnc1C,,chembl_CYP2C19_IC50,,,,4.82,,,,,,,
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2,,chembl_CYP2C19_IC50,,,,4.33,,,,,,,
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,chembl_CYP2C19_IC50,,,,6.56,,,,,,,
Cc1cc(C(=O)N(C)C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.55,,,,,,,
Cc1cc(C(=O)NC2CC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.09,,,,,,,
Cc1cc(C(=O)NC2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cnc1N,,chembl_CYP2C19_IC50,,,,8.04,,,,,,,
Cc1cc(C(=O)NC2CCCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.46,,,,,,,
Cc1cc(C(=O)NC2CCCCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.18,,,,,,,
Cc1cc(C(=O)NCC(C)(C)O)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,,chembl_CYP2C19_IC50,,,,4.51,,,,,,,
Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1,,chembl_CYP2C19_IC50,,,,4.75,,,,,,,
Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)CC2)nn1C,,chembl_CYP2C19_IC50,,,,6.6,,,,,,,
Cc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2)nn1Cc1cccc(N2CCN(C(=O)C3CC3)CC2)c1,,chembl_CYP2C19_IC50,,,,6.0,,,,,,,
Cc1cc(C(=O)Nc2ccc(OC(F)(F)F)cc2)nn1Cc1cccc(N2CCN(C(=O)C3CC3)CC2)c1,,chembl_CYP2C19_IC50,,,,5.74,,,,,,,
Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,,chembl_CYP2C19_IC50,,,,4.72,,,,,,,
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,,chembl_CYP2C19_IC50,,,,5.7,,,,,,,
Cc1cc(C(N)=O)nn1-c1cccc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)c1,,chembl_CYP2C19_IC50,,,,5.58,,,,,,,
Cc1cc(C(N)=O)nn1-c1cccc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)c1,,chembl_CYP2C19_IC50,,,,5.05,,,,,,,
Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,chembl_CYP2C19_IC50,,,,5.35,,,,,,,
Cc1cc(C)c(-c2ncc3c(cc(CN4CC[C@H](N)C4)n3C(C)C)c2-c2ccc(C#N)c(F)c2)cc1C,,chembl_CYP2C19_IC50,,,,4.48,,,,,,,
Cc1cc(C)c(-c2ncc3c(cc(CN4CC[C@H](N)C4)n3CC(F)(F)F)c2-c2ccc(C#N)c(F)c2)cc1C,,chembl_CYP2C19_IC50,,,,4.56,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C(=O)O)C2CCC(=O)CC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.03,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C(=O)O)C2CCC(F)(F)CC2)c(C)c1,,chembl_CYP2C19_IC50,,,,6.19,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C(=O)O)C2CCC3(CC2)OCCO3)c(C)c1,,chembl_CYP2C19_IC50,,,,5.17,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C(=O)O)C2CCOCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.62,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(C(=O)O)CCCCCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.39,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(C(=O)O)Cc3ccccc3C2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.31,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](CCC(C)(C)C)C(=O)O)c(C)c1,,chembl_CYP2C19_IC50,,,,6.35,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](CCC(C)C)C(=O)O)c(C)c1,,chembl_CYP2C19_IC50,,,,6.13,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](COC(C)(C)C)C(=O)O)c(C)c1,,chembl_CYP2C19_IC50,,,,5.22,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](COC(C)C)C(=O)O)c(C)c1,,chembl_CYP2C19_IC50,,,,5.16,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](COCC(C)(C)C)C(=O)O)c(C)c1,,chembl_CYP2C19_IC50,,,,5.33,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)(C)C)c(C)c1,,chembl_CYP2C19_IC50,,,,5.64,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)C)c(C)c1,,chembl_CYP2C19_IC50,,,,4.92,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C2CCCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.92,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C2CCCCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,6.21,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC(C)(C)C)c(C)c1,,chembl_CYP2C19_IC50,,,,5.5,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC(C)C)c(C)c1,,chembl_CYP2C19_IC50,,,,4.85,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC2(C)CCCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.14,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC2CCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.68,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OCc2ccccc2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.72,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](CC(C)C)OCc2ccccc2)c(C)c1,,chembl_CYP2C19_IC50,,,,7.3,,,,,,,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@](C)(C(=O)O)C2CCCCC2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.04,,,,,,,
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,,chembl_CYP2C19_IC50,,,,5.1,,,,,,,
Cc1cc(C)cc(C(N=[N+]=[N-])c2nc(SC(C)C)[nH]c(=O)c2C)c1,,chembl_CYP2C19_IC50,,,,4.45,,,,,,,
Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,,chembl_CYP2C19_IC50,,,,4.82,,,,,,,
Cc1cc(C)cc(S(=O)(=O)Nc2ccc(F)c(C(=O)c3c[nH]c4ncnc(NC(C)C)c34)c2F)c1,,chembl_CYP2C19_IC50,,,,5.12,,,,,,,
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,,chembl_CYP2C19_IC50,,,,4.55,,,,,,,
Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,4.33,,,,,,,
Cc1cc(C2=NC(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,4.17,,,,,,,
Cc1cc(C2=NCCCN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,4.0,,,,,,,
Cc1cc(C2=NCCN2C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,4.04,,,,,,,
Cc1cc(C2CCC(=O)N(C)C2)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,,chembl_CYP2C19_IC50,,,,4.33,,,,,,,
Cc1cc(Cc2cc(-c3ccc(Br)cc3)on2)cc(C)c1OC(C)(C)C(=O)O,,chembl_CYP2C19_IC50,,,,4.7,,,,,,,
Cc1cc(Cc2ccc(Cl)c(Oc3cc(F)cc(C#N)c3)c2F)n[nH]c1=O,,chembl_CYP2C19_IC50,,,,5.1,,,,,,,
Cc1cc(Cl)cc2c(-c3ccccc3)c(C(=O)O)c(N3CCCCC3)nc12,,chembl_CYP2C19_IC50,,,,4.92,,,,,,,
Cc1cc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)ccc1-c1cnn(C)c1,,chembl_CYP2C19_IC50,,,,6.52,,,,,,,
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,chembl_CYP2C19_IC50,,,,5.92,,,,,,,
Cc1cc(NC(=O)N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)c(C(=O)O)cn1,,chembl_CYP2C19_IC50,,,,6.0,,,,,,,
Cc1cc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)ccc1-c1cnc(NC2CC2)c2nccn12,,chembl_CYP2C19_IC50,,,,5.46,,,,,,,
Cc1cc(NC(=O)OC(C)(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,,chembl_CYP2C19_IC50,,,,4.8,,,,,,,
Cc1cc(NC(=O)OC(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,,chembl_CYP2C19_IC50,,,,4.77,,,,,,,
Cc1cc(NC2CCc3cc(Br)ccc3C2)n2nc(C(C)(F)F)nc2n1,,chembl_CYP2C19_IC50,,,,5.06,,,,,,,
Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1,,chembl_CYP2C19_IC50,,,,4.99,,,,,,,
Cc1cc(NC2CCc3ccc(Br)cc3C2)n2nc(C(C)(F)F)nc2n1,,chembl_CYP2C19_IC50,,,,5.51,,,,,,,
Cc1cc(NC2Cc3cc(F)c(F)cc3C2)n2nc(C(C)(F)F)nc2n1,,chembl_CYP2C19_IC50,,,,4.73,,,,,,,
Cc1cc(N[C@H]2CCc3ccc(Cl)cc3C2)n2nc(C(C)(F)F)nc2n1,,chembl_CYP2C19_IC50,,,,5.68,,,,,,,
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3C)n2)n[nH]1,,chembl_CYP2C19_IC50,,,,5.62,,,,,,,
Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,,chembl_CYP2C19_IC50,,,,5.77,,,,,,,
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,,chembl_CYP2C19_IC50,,,,4.9,,,,,,,
Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,,chembl_CYP2C19_IC50,,,,4.76,,,,,,,
Cc1cc(Nc2nc([C@@H](O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,,chembl_CYP2C19_IC50,,,,4.61,,,,,,,
Cc1cc(Nc2nc([C@H](O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,,chembl_CYP2C19_IC50,,,,4.82,,,,,,,
Cc1cc(OCC(C)(C)C#N)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,,chembl_CYP2C19_IC50,,,,4.44,,,,,,,
