smiles,CYP1A2_IC50_PIC50,source,CYP1A2_Ki_PIC50,CYP2C9_IC50_PIC50,CYP2C9_Ki_PIC50,CYP2C19_IC50_PIC50,CYP2C19_Ki_PIC50,CYP2D6_IC50_PIC50,CYP2D6_Ki_PIC50,CYP3A4_IC50_PIC50,CYP3A4_Ki_PIC50,CYP2B6_IC50_PIC50,CYP2B6_Ki_PIC50
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O,6.48,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1)S(C)(=O)=O,5.62,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,5.75,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1)S(C)(=O)=O,6.31,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,5.57,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,5.93,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,6.09,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,6.48,chembl_CYP1A2_IC50,,,,,,,,,,,
CN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,6.81,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,4.85,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)CC(C)(c2ccc(N)cc2)C1=O,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)CC(c2ccc(N)cc2)C1=O,4.890000000000001,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)CCc2cc(-c3cccnc3)c(OC3CCCC3)cc21,7.66,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)CCc2cc(-c3cccnc3)c(OCc3ccccc3)cc21,7.96,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1C(=O)CCc2cc(-c3cccnc3)ccc21,6.6850000000000005,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1N=C2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,5.675000000000001,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1N=C2[C@H](C[C@H]3[C@@H]4CC[C@H]5CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,5.32,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1N=C2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,5.2,chembl_CYP1A2_IC50,,,,,,,,,,,
CN1N=C2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](OC(=O)C(F)(F)F)CC[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,5.24,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC(C)C,4.33,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1CC(C)C,4.19,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1CC1CC1,4.23,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,4.24,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,4.2,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,4.17,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)[C@]1(c2ccc(C#N)cc2Cl)CCc2cncn21,7.3,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)c1ccc(NCC2=CC(=O)c3ccccc3C2=O)cc1,4.02,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1,5.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4cc(OC)c(OC)cc4C3)cc2)nn1,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(=O)c1ccccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,7.28,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,4.95,chembl_CYP1A2_IC50,,,,,,,,,,,
COC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,5.8,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C2C(=O)C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CC(C)(C)C1=O,5.72,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C2C(=O)C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,5.7,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C2C=C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,4.96,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,5.14,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,6.1,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,6.16,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,5.96,chembl_CYP1A2_IC50,,,,,,,,,,,
COC1C(F)=Cc2cc(Cn3ccnc3)ccc2C1F,6.12,chembl_CYP1A2_IC50,,,,,,,,,,,
COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COCOC1=C2CCC3C(CC[C@]4(C)C(=O)CCC34)[C@@]2(C)CCC1=O,5.36,chembl_CYP1A2_IC50,,,,,,,,,,,
COCOC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,5.36,chembl_CYP1A2_IC50,,,,,,,,,,,
COCOc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1CC=C(C)C,4.6,chembl_CYP1A2_IC50,,,,,,,,,,,
COCOc1ccc2c(c1)OC(c1ccc(OC)c(CC=C(C)C)c1)CC2=O,5.12,chembl_CYP1A2_IC50,,,,,,,,,,,
COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,4.86,chembl_CYP1A2_IC50,,,,,,,,,,,
COCSC1=C2CCC3C(CC[C@]4(C)C(=O)CCC34)[C@@]2(C)CCC1=O,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COCSC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,9.89,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,5.745,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,6.77,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,7.3,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,4.31,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,4.93,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,9.92,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.8239087409443187,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,6.36,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,6.27,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,6.8,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,4.23,chembl_CYP1A2_IC50,,,,,,,,,,,
CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21,4.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)c(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,7.1,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)c(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,6.82,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)c(OC)c2c(c1C)O[C@H](c1ccccc1)C[C@H]2O,4.97,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)c(OC)c2c(c1C=O)O[C@H](c1ccccc1)C[C@H]2O,6.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(C)c1C,7.35,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C,7.68,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(F)cc2c(C)c(Cn3ccnc3)ccc2c1F,6.02,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,4.68,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O,5.28,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(OC)c(OC)c2c(C)cc(=O)[nH]c2c1OC,5.25,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1c(OC)c(OC)c2c(c(C)cc(=O)n2C)c1OC,6.12,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(-c2nc(-c3cccnc3)cs2)ccn1,7.64,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C(\Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,7.42,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C(\Cn2ccnc2)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,7.1899999999999995,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/C(=O)OC/C(C)=C/Cc2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)ccc1O,5.15,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/c2ccc(N)cc2)c(OC)c(OC)c1,5.63,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1,6.37,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1OC,6.05,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/c2cccc(N)c2)cc(OC)c1OC,4.79,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C/c2ccccc2[N+](=O)[O-])cc(OC)c1,5.41,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,5.62,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,5.36,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(/C=C2\Cc3ccccc3C2=O)ccc1OCCCn1ccnc1,6.26,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(=O)n(C)c2c3c(ccc12)OCO3,5.41,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(C(=O)N(C)C)cc(C=O)c1C(=O)c1c(C)cccc1O,7.76,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(C(c2ccc(O)c(OC)c2)n2cncn2)ccc1O,6.67,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O,4.92,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1OC(C)=O,4.92,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CC(=O)N2CCOC(Cn3ccnc3)C2)cc(OC)c1OC,7.23,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CCc2ccc(N)cc2)cc(OC)c1,5.555,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CCc2ccc(N)cc2)cc(OC)c1OC,5.55,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,9.29,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,8.54,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,8.55,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,7.38,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc(OC)c1OC,6.46,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(Cl)c(S(=O)(=O)NCCCn2ccnc2)cc1Cl,7.2,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(Cl)ccc1C(O)(c1ccccc1)c1cccnc1,5.75,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,6.775,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(O)c1,4.79,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,7.4,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,7.05,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c([C@@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,5.48,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c([C@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,5.75,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c2c(c1)O[C@]1(C)[C@@H](O)[C@@H](C)C[C@H](O)[C@@H]1C2=O,4.55,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,6.22,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(OC)c(OC)cc1CCc1ccc(N)cc1,5.55,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(OC)c2[nH]c(=O)cc(C)c2c1OC,4.83,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(OC)c2c(c(C)cc(=O)n2C)c1OC,7.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(OC)c2c(c1)c(C)cc(=O)n2C,6.02,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc(OC)cc(C2COc3ccccc3C2=O)c1,4.96,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,6.89,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(C)cc(=O)[nH]c2c(OC)c1OC,4.73,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(C)cc(=O)n(C)c2c(OC)c1OC,5.57,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1-c1cccnc1)CCC(=O)N2,6.35,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1-c1cccnc1)CCC(=O)N2C,7.31,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1-c1cncn1CCCn1ccnc1C)OCCCO2,6.3,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,5.85,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1Br)CC[C@@H]1[C@@H](c3ccncc3)[C@H]21,5.55,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,6.03,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,4.77,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,4.7,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,6.01,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)/C(=C/c1ccncc1)CCC2,7.05,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,4.9,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,5.75,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,6.7,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccccc5c4)nn3)c1)CC2,7.16,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2ccc(Cn3ccnc3)c(C)c2cc1F,6.24,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2ccc(Cn3ccnc3)cc2cc1F,6.77,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1cc2ccccc2cc1-n1ccnc1,6.89,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,6.56,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2cncn2)cc1,6.71,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2ccnc2)cc1,7.44,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2cncn2)cc1,7.85,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,5.7,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,5.33,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2c(SCc3ccncc3)oc3cc(O)ccc3c2=O)cc1,6.66,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,5.51,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,6.28,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2cc(CO)c3ccc4[nH]ccc4c3n2)cc1,6.04,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2cc(Cn3ccnc3)c3ccc4[nH]ccc4c3n2)cc1,6.34,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,10.82,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2cc3c(=O)cc(O)oc3cc2SCc2ccncc2)cc1,6.66,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2cnnn2Cc2ccco2)cc1,5.51,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,4.47,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2csc(-c3cccnc3)n2)cn1,6.23,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2csc(-c3ccncc3)n2)cn1,5.98,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2csc(-c3ncccn3)n2)cc1,5.5,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2nc(-c3cccnc3)cs2)cc1,4.75,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,7.1,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-n2c(Cn3ccnc3)cc3ccc(C)cc32)cc1,6.86,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-n2c(Cn3ccnc3)cc3ccc(Cl)cc32)cc1,6.69,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-n2c(Cn3ccnc3)cc3ccc(OC)cc32)cc1,6.95,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,7.11,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C(=N/Nc2cnnc(Cl)c2Cl)c2ccccc2)cc1,5.25,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C(C)=C(/c2ccccc2)c2ccc(NC(=O)C(=O)O)cc2)cc1,6.05,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1CC=C(C)C,4.08,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC(O)=C(C)C)cc1,5.0,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1,5.11,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1O,5.28,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(C(C)(C)O)O3)cc1,4.96,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1,5.09,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1O,5.02,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O,5.3,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,4.87,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1,6.12,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1OC,5.45,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2ccc(N)cc2)cc1OC,4.84,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1OC,6.17,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2cccc(N)c2)c(OC)c1,4.95,chembl_CYP1A2_IC50,,,,,,,,,,,
COc1ccc(/C=C/c2ccccc2[N+](=O)[O-])cc1OC,5.5,chembl_CYP1A2_IC50,,,,,,,,,,,
